Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
10/21/2023 0:22,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist I,PhD or Equivalent,None,Scientist in Gene Editing,0,130000,N/A (no overtime/salaried),18000,Not Applicable/None,15000,Options fully vest over 3-4 years,3% match,~$90 monthly health insurance for single coverage,Have not been long enough to have an annual yearly raise,,
10/22/2023 22:10,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,"Assoc Dir, Supply",Masters or Equivalent,None,,5,200000,N/A (no overtime/salaried),40000,40000,10000,Employee-purchasing,401k match,,3%,,
10/23/2023 22:47,United States,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,,5,140000,N/A (no overtime/salaried),standard,standard,,,,,3%,,
10/26/2023 21:47,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist ,PhD or Equivalent,None,,8,189000,N/A (no overtime/salaried),38000,38000,50000,,,,5,,
10/27/2023 12:52,United States,Bay Area,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,"Associate Director, Project and Portfolio Management",Masters or Equivalent,PMP,Clinical asset project manager,12,200000,N/A (no overtime/salaried),40000,1500,,,401k match,HSA contribution ,5,,
10/27/2023 13:34,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Commerical Operations Manager ,Bachelors or Equivalent,None,,10,115000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,,,,Company/Institution does not have annual yearly raise,,
10/27/2023 15:02,United States,Kansas City,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Associate Principal Scientist ,PhD or Equivalent,None,product development team lead with 4 reports,3,100000,N/A (no overtime/salaried),10000,Not Applicable/None,0,0,100% match up to 5%. match occurs once a year,HSA,3%,0,2/5 stars. Chaos all the time. Terrible management 
10/27/2023 16:48,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,PhD or Equivalent,None,,20,320000,N/A (no overtime/salaried),30,Not sure,,,,,4%,,
10/27/2023 18:22,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Associate Scientist,Bachelors or Equivalent,None,,8,120000,N/A (no overtime/salaried),15000,Not Applicable/None,,,2% 401k match,Complicated,Have not been long enough to have an annual yearly raise,,
10/28/2023 22:38,United States,La Jolla,Pharmaceutical (including “big pharma”),Pfizer ,Private,5000+,Scientist (R3),Masters or Equivalent,None,Antibody discovery ,13,106000,N/A (no overtime/salaried),8000,Not Applicable/None,10000,,,,5,,
10/29/2023 16:16,United States,Austin (Remote),Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Associate Director ,Masters or Equivalent,None,Clinical operations with direct reports,13,200000,N/A (no overtime/salaried),17.5,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
10/29/2023 22:04,United States,San Diego,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Director,PhD or Equivalent,None,Manager of large group conducting primary pharmacology lab work - discovery research,15,210000,N/A (no overtime/salaried),42000,40000,10000,,4.5% 401k match,Good healthcare plan ,5%,20000,"Mostly good, but leadership decisions can be maddening "
10/30/2023 13:35,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,"Associate Director, Computational Biology",PhD or Equivalent,None,Runs entire bioninformatics department with focus on discovery biology and translational biology,5,165000,N/A (no overtime/salaried),25000,20000,10000,140000 stock options,,,Have not been long enough to have an annual yearly raise,,"Awesome experience, great company, good work life balance (i.e., extremely rarely work more than 40 hours, never check emails on evenings/weekends)"
10/30/2023 21:47,United States,Boston,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Engineering manager,Bachelors or Equivalent,None,,7,125000,N/A (no overtime/salaried),15000,Not Applicable/None,7500,,11% 401k match,,4,,
10/31/2023 12:40,United States,Research Triangle,Pharmaceutical (including “big pharma”),Biogen,Public,5000+,Scientist II,PhD or Equivalent,RAC,,11,125000,N/A (no overtime/salaried),20000,15000,,,401k match half of first 6%,spoUnited Statesl healthcare,Company/Institution does not have annual yearly raise,,
11/1/2023 16:08,United States,San Francisco,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Data Analyst,Bachelors or Equivalent,None,,5,110000,N/A (no overtime/salaried),10000,15000,,,,,Company/Institution does not have annual yearly raise,,
11/1/2023 17:46,United States,Thousand Oaks,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist,Bachelors or Equivalent,None,"Bioconjugation, Assay Development",10,110000,N/A (no overtime/salaried),8500,8000 units,10000,35000 / 4yrs,NA,Zero out of pock,5-10%,10000,Great! Touch economy.
11/4/2023 20:57,United States,RTP,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr QA Associate,Bachelors or Equivalent,None,,3,93000,N/A (no overtime/salaried),10%,Not Applicable/None,,,,,3.80%,,
11/5/2023 21:55,United States,San Diego,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Senior Engineer,Bachelors or Equivalent,None,Software/Automation,4,135000,N/A (no overtime/salaried),10,10000,,,,,3,,
11/6/2023 14:55,United States,San Diego,Pharmaceutical (including “big pharma”),Eli Lilly,Public,5000+,Sr. Biologist,Bachelors or Equivalent,None,,3,94160,N/A (no overtime/salaried),12%,Not Applicable/None,10000,,,,7%,,
11/13/2023 0:56,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr manager,Masters or Equivalent,None,Manage group of 8 in MSAT,11,162531,N/A (no overtime/salaried),15000,50000,30000,Employee stock purchase plan at lowest price from 6 month period,Up to 15000 match ,Small fee for health insurance. My plan has very little out of pocket costs,8.6,,
11/14/2023 21:51,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Consulting Engineer,Masters or Equivalent,None,"Design, Construction, and Startup assistance of new facilities ",10,260000,1.5x base,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,5000,
11/20/2023 2:14,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Clinical Scientist,M.D./PharmD/D.D.S. or Equivalent,None,Clinical Development,5,188100,N/A (no overtime/salaried),15%,20000,10000,More granted every year.  Typical 4 year vesting period.,"401k, 4% match",HSA,Company/Institution does not have annual yearly raise,,Mostly good
11/22/2023 22:05,United States,Boston,Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Manager,Masters or Equivalent,None,Manager - manage large scale upstream/downstream manufacturing operations. Manage 4 staff,10,115000,1.5x base,13800,10000,10000,"$10k grant target, vests over 4 yrs with a 2 yr cliff",5% base 401k contribution with bonus additional up to 5% match (so max 10%),Roughly $80/pay period (every 2 wks) for self + 2 children ,3.50%,20000,"Love my company. Great people, science-based, and too happy to leave. It’s the people!"
11/29/2023 11:00,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist I,PhD or Equivalent,None,,3,124500,N/A (no overtime/salaried),15%,19000,10000,RSU,6% match,,4%,,The easiest job I've ever had.
12/1/2023 21:23,United States,NYC,Pharmaceutical (including “big pharma”),Regeneron,Public,5000+,Sr. Scientist ,Bachelors or Equivalent,None,,8,124000,N/A (no overtime/salaried),12400,Not Applicable/None,,Merit based award at year end of options and restricted stock,,,Company/Institution does not have annual yearly raise,,
12/2/2023 4:01,United States,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Subsidiary,5000+,Scientist III,Masters or Equivalent,None,Scientist III - Considered early stage research (Upstream in the realm of drug discovery). Design functional cell-based assay for large molecule drug high throughput  screening,3,110000,N/A (no overtime/salaried),20000,6000,0,I get stocks twice a year which comes to around $10K a year,401k match 4%,$12 a month for full coverage with low deductibles ,6,40000,"10 out of 10. Most I've very been paid in my life but living in the bay area I don't take a lot home due to rent and everything else. Even making around 140,000K if I want to save a good amount of money I need a roommate which is insane because I use to live in SoCal and although expensive as well, it doesn't compare to bay area. At least in LA you can live outside the suburbs and find a good deal, but the suburbs in the bay area are just as expensive as living in SF because Apple, Facebook, and other tech giants work and live outside the city. In general I love this company and the only thing that would cause me to leave is the cost of living. "
12/2/2023 13:05,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director,Masters or Equivalent,None,,12,175000,N/A (no overtime/salaried),35000,25000,,25000,none,free,Have not been long enough to have an annual yearly raise,,amazing
12/5/2023 23:34,United States,Philadelphia,Pharmaceutical (including “big pharma”),J&J,Public,5000+,"Manager, Medical Affairs",M.D./PharmD/D.D.S. or Equivalent,None,,1,144000,N/A (no overtime/salaried),Target 15% of base salary,Not Applicable/None,,"None, only Assoc Director levels and above are given stocks","6% up to $6000, 401k vest after 3 years, pension vest after 5 years","$500 contribution from employer, free contacts, good medical and dental. $500 fitness stipend",5%,,
12/13/2023 12:39,United States,Research Triangle,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Technical Operations Engineer,Bachelors or Equivalent,None,"Process validation lead for two vaccines.  Responsible for late-stage tech transfer, execution of process performance qualification and ancillary validation activities, and BLA authoring and filing support.",7,105000,N/A (no overtime/salaried),Target 7.5% of base salary,Not Applicable/None,0,,9% match on 6% roth basic contribution; percentage increases with years of service to the company,Standard Horizon BCBS health plan,~3-5%/yr,0,"5/10.  Company has essentially infinite resources and does pretty fascinating work, but it is certainly not exempt from corporate greed and a lot of entrenched-in-their-ways management that convinces itself it's a nimble biotech and not a large, inefficient beurocracy."
12/14/2023 13:21,United States,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate,Bachelors or Equivalent,None,,1,88000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000,,,,10%,,
12/18/2023 22:51,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Scientist,Bachelors or Equivalent,None,,4,87660,N/A (no overtime/salaried),8766,16000,0,,,,Have not been long enough to have an annual yearly raise,,
12/20/2023 11:18,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Sr. Scientist,PhD or Equivalent,None,,5,169000,N/A (no overtime/salaried),30000,40000 RSU,30000,,4% match vested immediately plus retirement contribution based on age and years of service,,Have not been long enough to have an annual yearly raise,,
12/22/2023 16:39,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Principal Engineer,Bachelors or Equivalent,None,Process Development,10,155000,N/A (no overtime/salaried),"27,125",Not Applicable/None,,,4% 401k match ,HDHP with HSA contributions that match deductibles,Have not been long enough to have an annual yearly raise,,10-Aug
3/29/2023 13:51,United States ,Salt Lake City ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Material Buyer ,Bachelors or Equivalent,None,,4,65000,N/A (no overtime/salaried),8567,Not Applicable/None,2500,Planned 3rd party portfolio ,401k%match,"150 bi weekly premium, different levels of Heathcare coverage - unlimited PTO  ",5 percent ,,Great place to work. Work life balance is valued by employer. 
3/29/2023 17:57,United States ,NYC ,Pharmaceutical (including “big pharma”),Eli Lilly ,Subsidiary,50-200,Senior Scientist ,Bachelors or Equivalent,None,,4,100000,N/A (no overtime/salaried),12000,Not Applicable/None,10000,,6 percent match ,,3000,,
3/29/2023 20:51,United States ,Bay Area ,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Associate Director,PhD or Equivalent,None,"Manage multiple teams, 7 direct reports + 4 skip reports from RA to senior scientists, scientific strategy, data interpretation and manage cross-team collaborations ",7,150000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,20000,Lots (50-80k depending on made up market value of stocks) ,No 401k match ,"10k for family of 3 healthcare, HSA up to 10k, childcare per tax 5k, good vision and dental ",Company/Institution does not have annual yearly raise,10000,"Founders coming from a good place but no HR, no yearly reviews or yearly bonuses, not great time off, struggling to scale "
3/30/2023 2:54,United States ,Philadelphia ,Pharmaceutical (including “big pharma”),Teva ,Public,5000+,Senior medical writer ,M.D./PharmD/D.D.S. or Equivalent,None,Program lead role,4,130000,N/A (no overtime/salaried),10000,Not Applicable/None,10000,None,Upto 6% match of employee contribution + 3.75% irrespective of employee contribution,Fully remote,14000,,5-May
