Timestamp,What country do you work in?,Where is the closest major city or hub?,Where are you located?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,What degrees do you have? ,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity/Stock Option,Compensation - Most recent annual yearly raise (%),Compensation - Sign on Bonus Value,Compensation - Sign on Stock/Equity Options,Compensation - Retirement Benefits (free text),Compensation - Retirement Percent Match (free text),Compensation - Healthcare Benefits (free text),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review,"[Optional] Work Life Balance - On average, how many hours do you work per week",Survey Feedback
11/14/2024 16:22:38,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Scientist,Masters or Equivalent,None,,5,105000,N/A (no overtime/salaried),6000,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000,,10%,,,,,,
11/15/2024 1:06:25,,,,Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,Scientist in R&D,1,125000,N/A (no overtime/salaried),12%,vested ,3.2,15000,,"401k, no match",,100% coverage ,,,36 - 40,
11/15/2024 3:39:46,,,Spain,Industrial Biotech,Prefer not to say,Start-up,1-50,Bioinformatician,Masters or Equivalent,None,,5,45000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000,0.1,Nope,,,,,36 - 40,
11/15/2024 12:28:05,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Barinthus Biotherapeutics,Public,50-200,Head of Chemical Immunology,PhD or Equivalent,None,Manage small research group and contribute to development projects through IND submission,10,173000,N/A (no overtime/salaried),17000,Not Applicable/None,3%,0,0,5% 401k match,,Fully employer paid health insurance for full family,NA,,41 - 45,Fun!
11/15/2024 17:24:32,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,"Director, Epidemiology ","High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, JD or Equivalent",BAR admission to CA and Federal,Head of Data Acquisition and Strategy ,9,247000,N/A (no overtime/salaried),"61,750","82,260",9385,,,"15,500 in 1:1 employer match",,Multiple insurance options with great overall coverage...,,8/10,46 - 50,"You're missing another field for ""additional compensation"". I have ESPP (minimum $3,750), wellness credit ($1,000), health insurance credit ($120), Cellphone Reimbursement ($480), and Tuition or Loan Support ($5,250 or $1,800). "
11/15/2024 19:18:00,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Associate Director,Bachelors or Equivalent,None,Commercial Forecasting,8,215000,N/A (no overtime/salaried),43000,17500,Have not been long enough to have an annual yearly raise,53750,"RSU grant valued at 70,000 at sign on. Vests over 4 years",$15K retirement match,,HSA match ~$750,,"Big pharma, known for grinding employees",30 - 35,
11/15/2024 19:21:51,,,West Coast (California & Pacific Northwest),Specialty Pharma,Prefer not to say,Public,1000-5000,Associate Director,Bachelors or Equivalent,None,Commercial Forecaster,7,190962,N/A (no overtime/salaried),"38,192",60000,3%,,,3% 401K match,,$600 HSA match,,,Less than 30,
11/15/2024 20:14:36,,,Boston,Big Pharmaceuticals,Vertex,Public,5000+,scientist,PhD or Equivalent,None,,4,126000,N/A (no overtime/salaried),15000,40000,3,20000,, 401k match 4.5%,,,,,41 - 45,
11/15/2024 20:15:30,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Director,PhD or Equivalent,None,Computational Biology,13,265000,N/A (no overtime/salaried),53000,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Standard,,,,,30 - 35,
11/16/2024 13:54:02,,,West Coast (California & Pacific Northwest),Start-up,Prefer not to say,Start-up,1-50,Scientist I,PhD or Equivalent,None,,0,115000,N/A (no overtime/salaried),12%,"25% of granted total first year, total over 4 years",Have not been long enough to have an annual yearly raise,0,0,none,,,,,41 - 45,
11/16/2024 22:10:34,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,J&J ,Public,5000+,Director,"Bachelors or Equivalent, Masters or Equivalent, MD or Equivalent",None,,10,265000,N/A (no overtime/salaried),65000,65000,4,,,401k match 3%,,HSA,,,41 - 45,
11/16/2024 23:21:49,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Legend Biotech,Public,1000-5000,Operations Supervisor,Bachelors or Equivalent,None,,10,120000,Captive Pay OT (1x pay above 40hrs/week),12%,"20,000",6,5000,0,401k 6% ,,"PPO = $125/mo, HDHP $25 or $37 a month. HRA $1800/$2300 a year.  ",2000,Terrible work/life balance. Toxic work environment. ,46 - 50,
11/17/2024 12:39:17,,,Germany,Big Pharmaceuticals,Boehringer Ingelheim,Private,5000+,Scientist,PhD or Equivalent,None,,4,81200,N/A (no overtime/salaried),8100,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,3% pension,,,5000,,36 - 40,
11/18/2024 12:50:43,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,IT Director,Bachelors or Equivalent,None,,15,247000,N/A (no overtime/salaried),54600,50000,3,10000,,6% 401k match,,,,,36 - 40,
11/18/2024 19:18:53,,,"Pharma Central (NY, NJ, PA)",Contract Services Organization,Prefer not to say,Private,5000+,Client Account Director,Associate’s Degree or Equivalent,None,Client Account Director at a CSO- I manage field sales teams (managers and reps) and the accompanying client relationships (our clients are the manufacturers),10,175000,N/A (no overtime/salaried),75000,Not Applicable/None,5%,0,N/A,401k match of up to 4%,,,,,41 - 45,
11/19/2024 9:57:14,,,"South & Mountain West (TX to AZ, North to MT)",Medical/Health Devices,Prefer not to say,Start-up,1-50,Sr. Scientist,"Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,1,100000,N/A (no overtime/salaried),Not Applicable/None,1500,Have not been long enough to have an annual yearly raise,0,,4% match,,,,,41 - 45,
11/19/2024 11:26:12,,,United Kingdom and Ireland,Big Pharmaceuticals,Prefer not to say,Public,5000+,Associate principal scientist,PhD or Equivalent,None,,20,60000,N/A (no overtime/salaried),9000,3000,4,,,Self funded ,,,,,41 - 45,
11/19/2024 17:44:34,,,"DC Metro Area (DC, VA, MD, DE)",(small public company) Late Phase Biopharmaceuticals,Prefer not to say,Public,50-200,Associate Clinical Trial Scientist,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,"Associate Clinical Trials Scientist - Oversee Clinical Science implementation on Phase 3 cancer study. Perform data, setup and oversee lab vendors, oversee biomarker and sample collection, revise study documents, work with medical monitors.",3,95000,N/A (no overtime/salaried),9500,5000,2,,"Joined when company was private, company is no public, so it may be different. We were provided with equity package that was distributed over 4 years in monthly increments. Exercise price was pennies at the time I joined, it has since increased to a few dollars. There is an employee stock option plan as well that provides 15% discount to all stock purchases and allows us to pretax purchase them up to 15% of our total base pay. ",401k 100% match up to 4% of base compensation,,"Company has Health Reimbursement Plan ~$2000k contributed for individual per year, wellness stipend of ~$500 a year. HSA contributions are about ~$900/yr for those with HDHP. Cigna is the insurance carrier, and Open access or HDHP are the two options. Principle handles Vision and Dental.",,"Company is phenomenal, really appreciate all they do for us. Great product, great vision, great people. Employees are passionate about the work they do, hope we can make a difference for patients out there.",30 - 35,"Keep up the good work, love to see transparency and data on things like this!"
11/20/2024 12:10:57,,,"New England (MA, CT, RI, NH, VT, ME)",Medical/Health Devices,Prefer not to say,Public,50-200,Associate Director,Masters or Equivalent,None,"Associate Director, R&D",16,154000,N/A (no overtime/salaried),15400,0,2%,,,401K match to $6000,,"4 Harvard Pilgrim choices, FSA or HSA electives, DCRA elective, highest insurance is 6800/year for a family of 4 with 3000 deductible",,2/5,41 - 45,
11/20/2024 13:21:36,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,200-1000,Director,PhD or Equivalent,None,Run team of pharmacologists in supporting multiple drug discovery programs. Run cross-functional teams to lead other drug discovery programs. Support BD and outreach.,6,202500,N/A (no overtime/salaried),40000,20000,3000,7500,0,5% match,,employer pays part of premium,,,46 - 50,
11/20/2024 15:24:50,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Lilly,Public,5000+,Associate,Bachelors or Equivalent,None,Clinical Rotational Employee Program (not sure yet),0,76000,N/A (no overtime/salaried),9000,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,,"401K 6%, pension",,not sure,790,,36 - 40,
11/20/2024 20:38:06,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,QC Biochemist,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,5,92000,N/A (no overtime/salaried),6500,Not Applicable/None,3.50%,0,0,7% standard + up to 4% match ,,,,,41 - 45,
11/21/2024 7:58:48,,,"Midwest (From OH to KS, North to ND)",Contract Manufacturing Organization,Forge Biologics,Private,200-1000,Scientist I,PhD or Equivalent,None,,8,87000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Unsure,,BCBS,"$4,500",,36 - 40,
11/21/2024 17:04:13,,,West Coast (California & Pacific Northwest),Diagnostics,Prefer not to say,Start-up,1-50,Staff Scientist,PhD or Equivalent,None,"Staff scientist, similar to Scientist I, design, interpret experiments independently. Run smaller projects and manage lab tech. ",2,60000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0,0,0,,"they pay for health insurance 100%, about $450 per month",0,"mediocre, good first job, learn/grow a lot, but not great for salary ",41 - 45,
11/21/2024 17:18:55,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,200-1000,Principal research associate ,Masters or Equivalent,None,,4,120000,N/A (no overtime/salaried),10%,Not Applicable/None,3.50%,,,401k match 4000$,,,,,41 - 45,
11/21/2024 19:37:17,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Sr. Scientist,PhD or Equivalent,None,In vivo neuroscientist,3,174000,N/A (no overtime/salaried),27840,18000,3.5,,,"401k match 6%, pension",,"HSA, dental, vision",,4.5,36 - 40,
11/21/2024 22:17:29,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist II,PhD or Equivalent,None,,2,125000,N/A (no overtime/salaried),12500,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,,Will get 401k after series A,,Generous subsidy on health dental and vision,,,,
11/22/2024 15:03:21,,,San Diego,Contract Manufacturing Organization,Prefer not to say,Public,50-200,Associate Scientist,Bachelors or Equivalent,None,Analytical Method Development and qual/val,10,105000,N/A (no overtime/salaried),7%,"10,000 ISOs per year",4.10%,5000,,50% match of employee contribution up to 8% / 4%,,"60 / mo employee contribution for hmo, dental, vision",,Very relaxed company compared to others but multiple layoffs since 2023 and looming buyout,30 - 35,"Regions could be more specific. Sub industry labels are very imprecise , eg i work in “small” biopharma"
11/23/2024 11:42:12,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,200-1000,Associate Scientist II,Bachelors or Equivalent,None,,4,83000,N/A (no overtime/salaried),7,5,6,,,4% 401k match,,$800 HSA contribution,,,41 - 45,
11/23/2024 11:42:54,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Private,200-1000,Metrology manager ,Bachelors or Equivalent,None,,12,160000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5,,,401k at 6%,,,,,30 - 35,
11/23/2024 11:47:06,,,United Kingdom and Ireland,Academia/Research/Institution,Prefer not to say,Public,200-1000,Research Scientist,Masters or Equivalent,None,,10,40000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0,,5% pension contribution with 10% employer ,,,,,36 - 40,
11/23/2024 11:50:57,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Associate scientist ,Bachelors or Equivalent,None,Sr. Assoc. scientist/QC analyst ,7,86000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,1%,,,401K match 5%,,,,,36 - 40,
11/23/2024 11:58:09,,,United Kingdom and Ireland,Academia/Research/Institution,Prefer not to say,Academia/College/Universities,200-1000,Technical Specialist,PhD or Equivalent,None,,1,35000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3,0,0,0,,0,,,36 - 40,
11/23/2024 11:58:10,,,"Midwest (From OH to KS, North to ND)",Contract Research Organization,Thermo Fisher,Subsidiary,1000-5000,Associate Scientist,Bachelors or Equivalent,None,,3,52000,1.5x,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,"%6 match, fully vested after 5 years",,,,,41 - 45,Very comprehensive
11/23/2024 12:00:19,,,"New England (MA, CT, RI, NH, VT, ME)",Government consulting ,Prefer not to say,Public,5000+,Associate / Consultant,PhD or Equivalent,None,,6,165000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000,5% saving on ESPP,6% match,,Standard PPO + HSA ,,,36 - 40,
11/23/2024 12:04:58,,,"DC Metro Area (DC, VA, MD, DE)",Viral Clearance,Prefer not to say,Private,50-200,Lead Virology Specialist ,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,4,70000,1.5x,Not Applicable/None,Not Applicable/None,5%,0,0,6% match 401k,,,,,41 - 45,
11/23/2024 12:16:29,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Academia/College/Universities,50-200,Postdoc ,PhD or Equivalent,None,,2,80000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5,,,Available but not worth since on a work visa,,"<$100 /month. Lab awarded grant pays for most of it, not Uni directly. PPO, dental, and vision ",,,41 - 45,
11/23/2024 12:22:54,,,"DC Metro Area (DC, VA, MD, DE)",Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Director Operations,Bachelors or Equivalent,None,"Support operations in the startup including hands on manufacturing of non regulated cells and media product, technical lead for tech transfers to GMP CMOs, support CMC manufacturing submissions, MSAT function, supply chain support, and oversee shipping. ",18,137000,N/A (no overtime/salaried),27000,Not Applicable/None,3,0,I did get stock options but they aren’t of value until the company goes public. ,401k match up to 3%,,0% deductible plan but also has options for high deductible plan with HSA. I pay 404 a month for family plan ,,,51 - 60,
11/23/2024 12:24:37,,,West Coast (California & Pacific Northwest), Cell Therapy,Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,,1,135000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,6% 401k match,,,5000,,46 - 50,
11/23/2024 12:24:58,,,United Kingdom and Ireland,Animal Health,Prefer not to say,Public,5000+,Scientific Officer,Bachelors or Equivalent,None,,2,25000,2x,Not Applicable/None,Not Applicable/None,5%,,,18% Contribution,,,,,36 - 40,
11/23/2024 12:27:05,,,"Pharma Central (NY, NJ, PA)",Cannabis,Prefer not to say,Private,50-200,Laboratory Director,PhD or Equivalent,None,,10,180000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,3% employee contribution,,Poor medical plan ,,,60+,
11/23/2024 12:28:53,,,"South & Mountain West (TX to AZ, North to MT)",Diagnostics Manufacturing,Zalgen Labs,Private,1-50,Manager of Manufacturing & QC,Bachelors or Equivalent,None,,12,85000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,3% 401(k) match,,Fully paid for gold level PPO ,,"Disorganized, sporadically micromanagy, but I get lots of flexibility and independence most of the time, and 3 months fully paid parental leave",30 - 35,
11/23/2024 12:29:51,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Manager,Masters or Equivalent,MBA,Business Development,3,180000,N/A (no overtime/salaried),30000,Not Applicable/None,4%,0,10000,8% pension contribution,,,,,46 - 50,
11/23/2024 12:30:02,,,United Kingdom and Ireland,Medical/Health Devices,qiagen,Private,5000+,Product development lead ,PhD or Equivalent,None,,8,48000,N/A (no overtime/salaried),10%,Not Applicable/None,5%,,,10% pension contribution from employer ,,Private healthcare for family,,,36 - 40,
